game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_final,team2_coaches_final,team1_ap_final,team2_ap_final
2024-1163-1412,1163,1412,2024,1,12,W01,W12,1,12,W,W,R3W1,boston,42.3601,-71.0589,Connecticut,UAB,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,andy-kennedy-1,Andy Kennedy,1,3,0,0,0,0,101,36,205,23,11,23,11,367,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,50.44642857,33.00813008,74.27490542,12.29314421,50.19700552,35.00678426,72.17806041,9.970238095,31.39356815,36.73978066,50.17026107,49.38547486,0.0935097696,0.1013384945,66.2316,64.4543,122.708,126.608,97.6459,94.3949,68.7165,67.7997,111.082,113.68,109.004,107.398,41.808215,-72.249537,33.50223,-86.80917,5,,6,,1,,1,
2024-1163-1463,1163,1463,2024,1,13,W01,W13,1,13,W,W,R3W1,boston,42.3601,-71.0589,Connecticut,Yale,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,james-jones-3,James Jones,3,3,0,0,0,0,395,310,310,22,9,22,9,395,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.50896057,34.59016393,70.68965517,10,48.75,33.97341211,73.83966245,8.602150538,35.34183082,41.35613928,53.45043915,57.30659026,0.08683180215,0.08062953057,66.2316,64.4543,122.708,126.608,97.6459,94.3949,65.6179,64.5226,110.425,110.825,102.165,101.352,41.808215,-72.249537,41.310189,-72.92886,5,,6,,1,,1,
2024-1163-1287,1163,1287,2024,1,14,W01,W14,1,14,W,W,R4W1,boston,42.3601,-71.0589,Connecticut,Morehead St,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,preston-spradlin-1,Preston Spradlin,1,1,0,0,0,0,140,108,108,26,8,26,8,140,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,55.49450549,35.34136546,71.48362235,11.23499142,45.36878216,31.06060606,75.81227437,7.912087912,45.08147254,31.16883117,53.05591678,41.12554113,0.08570685972,0.09229969508,66.2316,64.4543,122.708,126.608,97.6459,94.3949,65.7279,64.2353,110.583,108.989,99.5625,103.52,41.808215,-72.249537,38.188462,-83.429742,5,,6,,1,,1,
2024-1163-1355,1163,1355,2024,1,15,W01,W15,1,15,W,W,R4W1,boston,42.3601,-71.0589,Connecticut,S Dakota St,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,eric-henderson-1,Eric Henderson,1,1,0,0,0,0,109,47,47,22,12,22,12,109,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,55.91296121,36.23595506,71.56133829,9.657320872,49.01349948,35.15715949,74.34869739,8.703878903,40.24872809,47.14599341,46.40753828,47.54521964,0.08639359561,0.09766232547,66.2316,64.4543,122.708,126.608,97.6459,94.3949,68.1353,67.8617,110.141,108.662,104.075,105.674,41.808215,-72.249537,44.31942,-96.783415,5,,6,,1,,1,
2024-1163-1391,1163,1391,2024,1,16,W01,W16,1,16,W,W,R1W1,brooklyn,40.6827,-73.9753,Connecticut,Stetson,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,donnie-jones-1,Donnie Jones,0,0,0,0,0,0,78,77,206,22,12,22,12,233,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.48780488,36.49932157,76.34408602,7.76371308,52.23628692,34.46327684,73.26530612,8.097560976,41.82746879,37.40095087,48.69888476,49.47856315,0.07329186557,0.09065046531,66.2316,64.4543,122.708,126.608,97.6459,94.3949,66.6291,66.1646,111.41,110.262,112.757,114.366,41.808215,-72.249537,29.036295,-81.301604,5,,6,,1,,1,
2024-1163-1314,1163,1314,2024,1,1,W01,X01,1,1,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,North Carolina,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,hubert-davis-1,Hubert Davis,1,1,1,1,1,1,76,30,30,27,7,27,7,76,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,50.29368576,35.38663172,75.35121328,10.37313433,45.97014925,31.43989432,74.41077441,9.618208517,35.90588235,36.09918932,51.62303665,40.6323185,0.08080269479,0.07834169901,66.2316,64.4543,122.708,126.608,97.6459,94.3949,71.4602,70.4477,113.459,117.796,97.8323,93.151,41.808215,-72.249537,35.912165,-79.050969,5,21,6,19,1,5,1,5
2024-1163-1112,1163,1112,2024,1,2,W01,X02,1,2,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Arizona,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,tommy-lloyd-1,Tommy Lloyd,2,2,1,1,0,0,86,19,19,25,8,25,8,86,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,54.60251046,37.12230216,71.86700767,9.019607843,47.76470588,33.4180432,71.13207547,8.647140865,32.64443401,38.16682832,59.0778098,52.63761468,0.1108134437,0.09417113168,66.2316,64.4543,122.708,126.608,97.6459,94.3949,73.376,71.8379,117.653,121.125,96.9086,94.5013,41.808215,-72.249537,32.232071,-110.950769,5,11,6,12,1,9,1,9
2024-1163-1124,1163,1124,2024,1,3,W01,X03,1,3,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Baylor,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,scott-drew-1,Scott Drew,11,11,5,5,1,1,445,243,254,23,10,23,10,465,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,53.34522748,39.36781609,74.01360544,8.517887564,51.87393526,33.53941267,73.0017762,9.812667261,38.30489818,35.52992861,53.89908257,52.90556901,0.09326673601,0.1019533438,66.2316,64.4543,122.708,126.608,97.6459,94.3949,66.8428,65.6032,117.262,122.49,104.166,100.185,41.808215,-72.249537,31.545956,-97.119359,5,17,6,20,1,13,1,14
2024-1163-1104,1163,1104,2024,1,4,W01,X04,1,4,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Alabama,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,nate-oats-1,Nate Oats,3,6,2,2,0,0,113,53,96,21,11,21,11,209,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,57.57026292,36.53250774,78.35616438,10.24428684,51.14263199,31.88602442,74.33962264,12.4206709,46.76640927,36.73978066,51.56723964,45.13574661,0.09700263935,0.09909321347,66.2316,64.4543,122.708,126.608,97.6459,94.3949,74.1625,72.6461,121.712,125.601,108.031,103.118,41.808215,-72.249537,33.2144,-87.545766,5,24,6,24,1,18,1,19
2024-1163-1388,1163,1388,2024,1,5,W01,X05,1,5,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,St Mary's CA,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,randy-bennett-1,Randy Bennett,9,9,1,1,0,0,533,215,215,26,7,26,7,533,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.95608108,35.51673945,67.35849057,10.08333333,43.58333333,32.44897959,71.13970588,7.432432432,36.71833244,28.99408284,58.78300804,47.65395894,0.1008530898,0.08273869993,66.2316,64.4543,122.708,126.608,97.6459,94.3949,63.3514,61.9463,114.915,114.901,93.5732,95.0132,41.808215,-72.249537,29.451793,-98.564307,5,23,6,23,1,15,1,15
2024-1163-1155,1163,1155,2024,1,6,W01,X06,1,6,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Clemson,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,brad-brownell-1,Brad Brownell,3,6,1,1,0,0,262,188,273,21,11,21,11,429,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,54.45632799,35.36423841,78.95652174,11.2,47.11111111,33.984375,74.40677966,6.773618538,40.22376132,40.57052298,53.41685649,44.12136536,0.06612519014,0.08954452831,66.2316,64.4543,122.708,126.608,97.6459,94.3949,67.5823,66.1056,113.635,117.426,104.781,100.489,41.808215,-72.249537,34.677329,-82.834463,5,,6,,1,,1,
2024-1163-1173,1163,1173,2024,1,7,W01,X07,1,7,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Dayton,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,anthony-grant-2,Anthony Grant,0,3,0,0,0,0,148,71,181,24,7,24,7,341,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,53.71991247,40.19073569,73.40946166,11.32420091,48.21917808,31.67115903,73.31670823,9.956236324,44.53883495,40.39194339,58.2697201,50.72083879,0.08309181148,0.08856492481,66.2316,64.4543,122.708,126.608,97.6459,94.3949,64.5594,64.1776,115.089,118.601,102.217,101.304,41.808215,-72.249537,39.73686,-84.173662,5,,6,,1,,1,
2024-1163-1280,1163,1280,2024,1,8,W01,X08,1,8,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Mississippi St,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,chris-jans-1,Chris Jans,1,4,0,0,0,0,42,26,70,21,13,21,13,185,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,53.48646432,32.4933687,67.2459893,9.090909091,50.21645022,29.36802974,75.11811024,10.58244463,38.21591485,41.13149847,53.28874025,48.47001224,0.1169982503,0.1059365976,66.2316,64.4543,122.708,126.608,97.6459,94.3949,68.8988,67.0503,108.114,113.678,100.035,95.6951,41.808215,-72.249537,33.425002,-88.879658,5,,6,,1,,1,
2024-1163-1277,1163,1277,2024,1,9,W01,X09,1,9,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Michigan St,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,tom-izzo-1,Tom Izzo,25,25,15,15,8,8,706,294,294,19,14,19,14,706,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,50.44182622,35.94548552,70.56798623,11.95144725,47.15219421,32.80212483,71.42857143,7.65832106,30.17994859,41.28289474,60.04464286,54.92021277,0.1081670681,0.077716675,66.2316,64.4543,122.708,126.608,97.6459,94.3949,66.3965,65.1889,109.535,113.76,99.3536,93.7263,41.808215,-72.249537,42.72476,-84.473639,5,4,6,4,1,,1,
2024-1163-1305,1163,1305,2024,1,10,W01,X10,1,10,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Nevada,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,steve-alford-1,Steve Alford,1,12,0,4,0,0,96,58,327,26,7,26,7,605,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.60416667,36.53516295,72.28464419,11.26893939,49.0530303,31.25,69.70684039,6.684027778,33.60230548,41.07142857,58.24175824,55.0802139,0.09008329222,0.07383115187,66.2316,64.4543,122.708,126.608,97.6459,94.3949,67.0488,66.6449,112.943,115.55,100.063,98.7358,41.808215,-72.249537,39.552523,-119.82526,5,,6,,1,,1,
2024-1163-1307,1163,1307,2024,1,11,W01,X11,1,11,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,New Mexico,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,richard-pitino-1,Richard Pitino,0,2,0,0,0,0,61,40,177,26,9,26,9,220,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,51.38799225,33.38414634,71.78082192,13.4964483,49.17127072,30.64295486,74.02985075,9.554551323,29.75056689,36.58658659,49.26108374,54.19126328,0.1197969543,0.08121827411,66.2316,64.4543,122.708,126.608,97.6459,94.3949,72.4265,72.6803,112.623,115.411,98.1694,96.4738,41.808215,-72.249537,35.083868,-106.620155,5,,6,,1,,1,
2024-1163-1213,1163,1213,2024,1,12,W01,X12,1,12,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Grand Canyon,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,bryce-drew-1,Bryce Drew,2,5,0,0,0,0,93,31,139,29,4,29,4,257,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.32758621,34.35114504,75.33414338,13.47576007,44.37140509,32.62987013,70.80062794,7.068965517,36.08815427,33.6061102,45.19230769,48.04318489,0.1158379167,0.08530699293,66.2316,64.4543,122.708,126.608,97.6459,94.3949,69.3343,68.1093,112.74,113.478,95.7241,99.5638,41.808215,-72.249537,33.512172,-112.129917,5,,6,,1,,1,
2024-1163-1158,1163,1158,2024,1,13,W01,X13,1,13,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Col Charleston,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,pat-kelsey-1,Pat Kelsey,1,3,0,0,0,0,75,26,121,27,7,27,7,261,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,52.62222222,34.8,72.15411559,8.213716108,50.4784689,33.83356071,70.6405694,10.04444444,47.05882353,36.88978359,53.61702128,42.7922815,0.08704737261,0.08834658713,66.2316,64.4543,122.708,126.608,97.6459,94.3949,69.7286,69.7757,114.421,113.736,104.197,106.128,41.808215,-72.249537,38.332577,-81.618667,5,,6,,1,,1,
2024-1163-1159,1163,1159,2024,1,14,W01,X14,1,14,W,X,R5WX,glendale,33.5386,-112.1864,Connecticut,Colgate,dan-hurley-1,Dan Hurley,3,5,1,1,1,1,135,58,163,31,3,31,3,286,matt-langel-1,Matt Langel,4,4,0,0,0,0,227,183,183,25,9,25,9,227,58.52417303,36.68711656,74.24698795,14.20807453,43.71118012,31.92488263,72.20447284,8.312128923,40.87261785,33.16035288,63.70070779,46.02346806,0.09414376908,0.08304190952,53.33919156,35.69405099,67.97642436,9.817549957,48.74022589,29.89417989,67.0235546,7.293497364,38.28633406,39.64341898,56.5774156,52.85895807,0.09120909341,0.08708405903,66.2316,64.4543,122.708,126.608,97.6459,94.3949,66.1152,66.2225,106.356,104.65,96.8562,102.5,41.808215,-72.249537,42.8188,-75.535,5,,6,,1,,1,
