game_id,team1_id,team2_id,season,team1_seed,team2_seed,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_final,team2_coaches_final,team1_ap_final,team2_ap_final
2023_1163_1274,1163,1274,2023,4,5,36.17,115.14,Connecticut,Miami FL,dan-hurley-1,Dan Hurley,3,5,0,0,0,0,97,55,160,24,8,24,8,248,bryce-drew-1,Bryce Drew,2,5,0,0,0,0,64,26,134,24,11,24,11,228,53.43777198,35.69711538,75.44141252,12.86970424,45.80335731,29.96323529,73.63112392,8.268059182,41.99899041,30.30640669,62.56860593,41.0326087,0.0954574833,0.09722521448,50.53346266,37.55274262,71.47192716,7.955449483,46.77804296,31.97389886,70,8.050436469,40.81515499,32.78074866,47.08121827,43.1122449,0.06910289633,0.08414570369,68.5693,66.69,114.228,119.437,95.0685,94.0687,65.9325,65.1543,108.542,112.316,103.639,106.325,41.808215,-72.249537,33.512172,-112.129917,,,,,14,,11,
2023_1163_1361,1163,1361,2023,4,5,36.17,115.14,Connecticut,San Diego St,dan-hurley-1,Dan Hurley,3,5,0,0,0,0,97,55,160,24,8,24,8,248,leon-rice-1,Leon Rice,4,4,0,0,0,0,268,154,154,24,9,24,9,268,53.43777198,35.69711538,75.44141252,12.86970424,45.80335731,29.96323529,73.63112392,8.268059182,41.99899041,30.30640669,62.56860593,41.0326087,0.0954574833,0.09722521448,50.66548358,35.95342067,73.92086331,8.150744961,47.76511832,30.98384728,69.33867735,9.494232476,37.87210584,37.37650933,43.03178484,46.03174603,0.07560870192,0.07606973059,68.5693,66.69,114.228,119.437,95.0685,94.0687,67.0127,66.5,105.781,110.97,95.3921,93.8353,41.808215,-72.249537,43.604403,-116.205789,,,,,14,,11,
2023_1163_1388,1163,1388,2023,4,5,42.6525,-73.7572,Connecticut,St Mary's CA,dan-hurley-1,Dan Hurley,3,5,0,0,0,0,97,55,160,24,8,24,8,248,randy-bennett-1,Randy Bennett,9,9,1,1,0,0,506,207,207,26,7,26,7,506,53.43777198,35.69711538,75.44141252,12.86970424,45.80335731,29.96323529,73.63112392,8.268059182,41.99899041,30.30640669,62.56860593,41.0326087,0.0954574833,0.09722521448,50.92838196,36.74698795,69.10714286,9.937888199,45.60780834,32.76190476,75.2,10.0795756,36.99164345,31.77966102,48.65853659,36.58892128,0.1054293696,0.07044819628,68.5693,66.69,114.228,119.437,95.0685,94.0687,63.5736,61.7457,110.407,113.469,93.3983,91.573,41.808215,-72.249537,29.451793,-98.564307,,,,,14,16,11,16
2023_1166_1124,1166,1124,2023,6,3,38.25,-85.77,Creighton,Baylor,greg-mcdermott-1,Greg Mcdermott,8,11,1,1,0,0,297,149,280,21,12,21,12,446,brad-korn-1,Brad Korn,1,1,0,0,0,0,44,50,50,19,16,19,16,44,54.52930728,35.98531212,76.73992674,9.478021978,45.6043956,34.14239482,72.92682927,8.348134991,42.0483788,29.79749277,57.81938326,47.08571429,0.07492258721,0.08834802191,50.04156276,33.29145729,71.76470588,8.460918614,50.84609186,35.3372434,69.01072706,7.730673317,39.81990995,35.46541862,51.09573241,50.68807339,0.0887293553,0.09477908407,69.4467,67.9808,109.592,114.621,97.6468,93.9665,73.8049,72.5474,102.664,100.937,103.119,108.149,41.265325,-95.947029,37.31575,-89.529119,9,,9,,22,,24,
2023_1166_1301,1166,1301,2023,6,11,39.7392,-104.9903,Creighton,NC State,greg-mcdermott-1,Greg Mcdermott,8,11,1,1,0,0,297,149,280,21,12,21,12,446,kevin-keatts-1,Kevin Keatts,2,4,0,0,0,0,113,78,106,23,10,23,10,185,54.52930728,35.98531212,76.73992674,9.478021978,45.6043956,34.14239482,72.92682927,8.348134991,42.0483788,29.79749277,57.81938326,47.08571429,0.07492258721,0.08834802191,51.43721634,34.92462312,72.01492537,12.10906175,50.60144346,32.1656051,73.35423197,6.656580938,37.58262512,33.49333333,44.88517745,45.25810324,0.1133058718,0.0726541468,69.4467,67.9808,109.592,114.621,97.6468,93.9665,69.8214,69.1326,111.298,113.894,101.235,100.589,41.265325,-95.947029,35.785111,-78.674517,9,,9,,22,,24,
2023_1166_1343,1166,1343,2023,6,15,38.25,-85.77,Creighton,Princeton,greg-mcdermott-1,Greg Mcdermott,8,11,1,1,0,0,297,149,280,21,12,21,12,446,mitch-henderson-1,Mitch Henderson,2,2,0,0,0,0,206,116,116,21,8,21,8,206,54.52930728,35.98531212,76.73992674,9.478021978,45.6043956,34.14239482,72.92682927,8.348134991,42.0483788,29.79749277,57.81938326,47.08571429,0.07492258721,0.08834802191,53.51812367,33.95348837,71.31630648,8.155699722,47.17330862,33.14176245,68.86993603,9.808102345,40.74542009,32.60462211,47.85020804,43.25513196,0.0667815309,0.08441185506,69.4467,67.9808,109.592,114.621,97.6468,93.9665,68.3492,67.4504,108.055,109.093,99.565,103.527,41.265325,-95.947029,40.348232,-74.664364,9,,9,,22,,24,
2023_1181_1331,1181,1331,2023,5,12,28.4158,-81.2989,Duke,Oral Roberts,jon-scheyer-1,Jon Scheyer,1,1,0,0,0,0,26,8,8,26,8,26,8,26,paul-mills-1,Paul Mills,2,2,1,1,0,0,106,83,83,30,4,30,4,106,51.46245059,33.57348703,76.98675497,12.03776554,46.65617624,30.37790698,76.48305085,9.644268775,35.42623788,35.11995916,56.67420814,47.88029925,0.08654725525,0.09323905333,56.56862745,37.00696056,78.40172786,13.58355675,46.55942806,34.23180593,71.88264059,7.843137255,45.80233794,39.87103708,47.99107143,46.19354839,0.09565995947,0.07115593045,65.7055,65.258,110.245,113.242,96.9333,94.7532,70.7367,70.4974,116.53,115.29,99.0034,102.041,36.00159,-78.94226,36.050705,-95.954215,8,,7,,21,,21,
2023_1192_1345,1192,1345,2023,16,1,29.7604,-95.3698,F Dickinson,Purdue,tobin-anderson-1,Tobin Anderson,1,1,0,0,0,0,19,15,15,19,15,19,15,19,matt-painter-1,Matt Painter,14,15,6,6,0,0,413,197,202,29,5,29,5,438,51.36876006,34.43072702,75.04553734,5.687203791,56.11374408,36.9165488,75.57003257,9.98389694,36.98630137,40.12485812,51.51856018,56.62368113,0.1060978396,0.07979627432,54.57842248,33.7944664,72.58687259,11.32323897,41.21132324,28.05970149,71.44846797,11.42339075,47.84869976,30.60758337,54.76694915,41.76904177,0.08151757228,0.09813765983,69.2648,68.7636,108.88,106.175,108.232,118.425,72.826,72.7469,110.862,116.097,91.7957,88.5548,40.896162,-74.030023,33.2144,-87.545766,,19,,20,,5,,4
2023_1192_1411,1192,1411,2023,16,16,39.7594,-84.1917,F Dickinson,TX Southern,tobin-anderson-1,Tobin Anderson,1,1,0,0,0,0,19,15,15,19,15,19,15,19,johnny-jones-2,Johnny Jones,3,6,0,0,0,0,90,72,306,14,20,14,20,385,51.36876006,34.43072702,75.04553734,5.687203791,56.11374408,36.9165488,75.57003257,9.98389694,36.98630137,40.12485812,51.51856018,56.62368113,0.1060978396,0.07979627432,47.37620103,28.67924528,66.16084977,8.099173554,48.67768595,33.64197531,70.86280057,8.056171471,28.14657461,34.87621098,44.38839849,47.21189591,0.08940043405,0.1062439941,69.2648,68.7636,108.88,106.175,108.232,118.425,70.7468,69.3574,94.0211,96.5062,101.061,106.217,40.896162,-74.030023,29.722468,-95.361961,,,,,,,,
2023_1194_1192,1194,1192,2023,9,16,39.9833,-82.9833,FL Atlantic,F Dickinson,dusty-may-1,Dusty May,1,1,0,0,0,0,97,59,59,31,3,31,3,97,tobin-anderson-1,Tobin Anderson,1,1,0,0,0,0,19,15,15,19,15,19,15,19,54.29104478,37.24550898,71.75843694,6.590724166,44.75183076,32.03125,74.9498998,7.182835821,43.78605139,34.24291065,50.9518477,33.37748344,0.09387446547,0.08123751819,51.36876006,34.43072702,75.04553734,5.687203791,56.11374408,36.9165488,75.57003257,9.98389694,36.98630137,40.12485812,51.51856018,56.62368113,0.1060978396,0.07979627432,68.7232,68.4356,112.947,114.275,94.37,96.0455,69.2648,68.7636,108.88,106.175,108.232,118.425,26.372536,-80.102293,40.896162,-74.030023,,,,,,,,
2023_1194_1243,1194,1243,2023,9,3,29.7604,-95.3698,FL Atlantic,Kansas St,dusty-may-1,Dusty May,1,1,0,0,0,0,97,59,59,31,3,31,3,97,Jerome Tang,1,1,0,0,0,0,23,9,9,23,9,23,9,23,85,54.29104478,37.24550898,71.75843694,6.590724166,44.75183076,32.03125,74.9498998,7.182835821,43.78605139,34.24291065,50.9518477,33.37748344,0.09387446547,0.08123751819,52.85714286,34.39767779,71.71381032,9.976617303,47.23304754,31.22302158,72.33009709,7.293233083,34.12580485,35.13650152,59.46808511,46.17253949,0.1245826845,0.08624955078,68.7232,68.4356,112.947,114.275,94.37,96.0455,70.0971,69.2709,106.078,114.61,96.3488,91.4746,26.372536,-80.102293,38.957351,-95.24587,,5,,5,,4,,3
2023_1194_1272,1194,1272,2023,9,8,29.7604,-95.3698,FL Atlantic,Memphis,dusty-may-1,Dusty May,1,1,0,0,0,0,97,59,59,31,3,31,3,97,anfernee-hardaway-1,Anfernee Hardaway,2,2,0,0,0,0,111,51,51,26,8,26,8,111,54.29104478,37.24550898,71.75843694,6.590724166,44.75183076,32.03125,74.9498998,7.182835821,43.78605139,34.24291065,50.9518477,33.37748344,0.09387446547,0.08123751819,50.37440436,34.71760797,72.24199288,11.86594203,46.82971014,31.09243697,69.72111554,6.262763785,29.06808305,39.27392739,50.89567966,51.28552097,0.125398698,0.06947175252,68.7232,68.4356,112.947,114.275,94.37,96.0455,67.3147,66.2741,109.714,114.875,89.6305,87.2422,26.372536,-80.102293,34.068892,-118.443901,,7,,8,,2,,2
2023_1194_1397,1194,1397,2023,9,4,29.7604,-95.3698,FL Atlantic,Tennessee,dusty-may-1,Dusty May,1,1,0,0,0,0,97,59,59,31,3,31,3,97,rick-barnes-1,Rick Barnes,5,27,1,7,0,1,173,91,405,23,10,23,10,777,54.29104478,37.24550898,71.75843694,6.590724166,44.75183076,32.03125,74.9498998,7.182835821,43.78605139,34.24291065,50.9518477,33.37748344,0.09387446547,0.08123751819,58.93939394,38.41368585,70.19374069,9.020618557,51.20274914,35.00660502,73.48927875,5.606060606,32.75598574,39.40655908,50.73170732,45.29616725,0.1014278252,0.07400313425,68.7232,68.4356,112.947,114.275,94.37,96.0455,71.5446,70.0669,120.383,124.003,102.978,99.6929,26.372536,-80.102293,47.668144,-117.403062,,2,,2,,8,,9
2023_1202_1438,1202,1438,2023,13,4,38.25,-85.77,Furman,Virginia,bob-richey-1,Bob Richey,1,1,0,0,0,0,138,53,53,27,7,27,7,138,mitch-henderson-1,Mitch Henderson,2,2,0,0,0,0,206,116,116,21,8,21,8,206,59.11885246,34.39716312,73.45971564,8.29015544,51.208981,33.01587302,70.82601054,8.196721311,46.43249177,35.23489933,58.52534562,43.19600499,0.09124700379,0.08013061754,53.51812367,33.95348837,71.31630648,8.155699722,47.17330862,33.14176245,68.86993603,9.808102345,40.74542009,32.60462211,47.85020804,43.25513196,0.0667815309,0.08441185506,68.8397,68.4585,115.465,114.2,102.412,105.775,68.3492,67.4504,108.055,109.093,99.565,103.527,34.920785,-82.441473,40.348232,-74.664364,,,,,,,,
2023_1211_1213,1211,1213,2023,3,14,39.7392,-104.9903,Gonzaga,Grand Canyon,mark-few-1,Mark Few,23,23,11,11,2,2,686,134,134,28,5,28,5,686,bryce-drew-1,Bryce Drew,2,5,0,0,0,0,64,26,134,24,11,24,11,228,58.93939394,38.41368585,70.19374069,9.020618557,51.20274914,35.00660502,73.48927875,5.606060606,32.75598574,39.40655908,50.73170732,45.29616725,0.1014278252,0.07400313425,50.53346266,37.55274262,71.47192716,7.955449483,46.77804296,31.97389886,70,8.050436469,40.81515499,32.78074866,47.08121827,43.1122449,0.06910289633,0.08414570369,71.5446,70.0669,120.383,124.003,102.978,99.6929,65.9325,65.1543,108.542,112.316,103.639,106.325,47.668144,-117.403062,33.512172,-112.129917,2,,2,,8,,9,
2023_1211_1395,1211,1395,2023,3,6,39.7392,-104.9903,Gonzaga,TCU,mark-few-1,Mark Few,23,23,11,11,2,2,686,134,134,28,5,28,5,686,jamie-dixon-1,Jamie Dixon,3,14,0,3,0,0,138,96,219,21,12,21,12,466,58.93939394,38.41368585,70.19374069,9.020618557,51.20274914,35.00660502,73.48927875,5.606060606,32.75598574,39.40655908,50.73170732,45.29616725,0.1014278252,0.07400313425,51.94897236,30.6122449,70.05899705,12.51002406,49.07778669,30.35714286,71.05263158,10.06378455,29.41470735,35.01823867,58.59802848,55.88235294,0.115897567,0.09075802122,71.5446,70.0669,120.383,124.003,102.978,99.6929,70.8734,69.8118,105.499,112.366,95.5984,94.3026,47.668144,-117.403062,32.709568,-97.361537,2,16,2,14,8,23,9,22
2023_1211_1417,1211,1417,2023,3,2,36.17,115.14,Gonzaga,UCLA,mark-few-1,Mark Few,23,23,11,11,2,2,686,134,134,28,5,28,5,686,randy-bennett-1,Randy Bennett,9,9,1,1,0,0,506,207,207,26,7,26,7,506,58.93939394,38.41368585,70.19374069,9.020618557,51.20274914,35.00660502,73.48927875,5.606060606,32.75598574,39.40655908,50.73170732,45.29616725,0.1014278252,0.07400313425,50.92838196,36.74698795,69.10714286,9.937888199,45.60780834,32.76190476,75.2,10.0795756,36.99164345,31.77966102,48.65853659,36.58892128,0.1054293696,0.07044819628,71.5446,70.0669,120.383,124.003,102.978,99.6929,63.5736,61.7457,110.407,113.469,93.3983,91.573,47.668144,-117.403062,29.451793,-98.564307,2,,2,,8,16,9,16
2023_1222_1120,1222,1120,2023,1,9,33.525,-86.813,Houston,Auburn,kelvin-sampson-1,Kelvin Sampson,5,19,3,6,1,2,230,73,300,31,3,31,3,655,bruce-pearl-1,Bruce Pearl,4,12,1,5,1,1,186,110,209,20,12,20,12,417,53.24881141,34.46475196,71.9237435,16.44670051,43.14720812,27.80678851,69.00958466,6.576862124,37.77120316,43.74643061,53.84615385,53.60501567,0.1284779562,0.0839873565,50.99009901,31.37254902,70.22556391,13.8047138,46.88552189,28.802589,70.53824363,8.580858086,35.36,34.2192691,54.96368039,48.70748299,0.1159886503,0.104208553,64.7857,63.3281,116.021,118.389,87.4193,89.5694,68.6925,67.6101,105.387,112.69,97.2563,95.242,29.719988,-95.344851,32.600201,-85.492409,3,15,3,15,1,,1,
2023_1222_1297,1222,1297,2023,1,16,33.525,-86.813,Houston,N Kentucky,kelvin-sampson-1,Kelvin Sampson,5,19,3,6,1,2,230,73,300,31,3,31,3,655,darrin-horn-1,Darrin Horn,1,2,0,1,0,0,79,44,155,22,12,22,12,250,53.24881141,34.46475196,71.9237435,16.44670051,43.14720812,27.80678851,69.00958466,6.576862124,37.77120316,43.74643061,53.84615385,53.60501567,0.1284779562,0.0839873565,47.67225326,35.19021739,70.36290323,8.15324165,48.9194499,36.67180277,70.23346304,7.262569832,40.66298343,38.93221356,54.73411154,60.46195652,0.1407510769,0.08736273737,64.7857,63.3281,116.021,118.389,87.4193,89.5694,63.1624,62.0431,104.474,103.337,100.362,102.82,29.719988,-95.344851,39.029221,-84.465959,3,,3,,1,,1,
2023_1231_1245,1231,1245,2023,4,13,42.6525,-73.7572,Indiana,Kent,mike-woodson-1,Mike Woodson,2,2,0,0,0,0,43,25,25,22,11,22,11,43,rob-senderoff-1,Rob Senderoff,2,2,0,0,0,0,247,146,146,28,6,28,6,247,53.22009908,37.02970297,71.2305026,13.56073211,45.67387687,33.243607,70.46979866,7.28945506,26.32950991,38.20051414,54.20660277,48.11557789,0.08378948993,0.09569641745,52.24006762,33.19892473,72.28525122,12.54863813,47.76264591,30.87818697,72.36255572,7.438715131,38.60923716,40.71510957,45.0867052,50.77574048,0.1229871514,0.07630589687,68.4707,68.1267,108.931,114.651,99.6621,97.292,69.3536,68.0539,108.778,108.347,95.6199,96.4497,39.166383,-86.526904,41.146856,-81.342253,14,,13,,17,,19,
2023_1242_1224,1242,1224,2023,1,16,41.6,-93.61,Kansas,Howard,norman-roberts-1,Norman Roberts,1,1,0,0,0,0,4,0,101,423,7,4,0,85,kenny-blakeney-1,Kenny Blakeney,1,1,0,0,0,0,43,58,58,22,12,22,12,43,52.85714286,34.39767779,71.71381032,9.976617303,47.23304754,31.22302158,72.33009709,7.293233083,34.12580485,35.13650152,59.46808511,46.17253949,0.1245826845,0.08624955078,49.91258741,37.20930233,71.55025554,8.230088496,50.79646018,33.5832084,69.2926045,8.741258741,36.05366126,37.11741792,54.74722565,46.9924812,0.09770937117,0.1207796394,70.0971,69.2709,106.078,114.61,96.3488,91.4746,71.0452,68.9682,103.037,103.7,101.975,106.914,38.957351,-95.24587,38.920739,-77.019478,5,,5,,4,,3,
